date, pm25, pm10, o3, no2, so2, co
2/26/2017,82,52,20,15, , 
2/27/2017,109,71,23,19, , 
2/28/2017,157,69,25,20,1, 
3/1/2017,156,71,18,21,1, 
3/2/2017,157,77,28,25,2, 
3/3/2017,162,60,19,10,1, 
3/4/2017,140,51,16,7,1, 
3/5/2017,113,47,25,10,1, 
3/6/2017,110,42,11,9,1, 
3/7/2017,93,41,11,8,1, 
3/8/2017,98,41,12,9, , 
3/9/2017,95,32,9,8,1, 
3/10/2017,78,35,11,8,1, 
3/11/2017,80,38,13,8, , 
3/12/2017,82,48,25,14, , 
3/13/2017,106,38,10,10, , 
3/14/2017,88,37,10,11,1, 
3/15/2017,82,36,10,9, , 
3/16/2017,83,36,10,11, , 
3/17/2017,87,24,8,7, , 
3/18/2017,67,21,8,6, , 
3/19/2017,60,20,6,6, , 
3/20/2017,62,36,22,9,1, 
3/21/2017,85,38,18,8, , 
3/22/2017,85,25,9,6, , 
3/23/2017,68,23,8,6, , 
3/24/2017,66,32,13,9,1, 
3/25/2017,76,34,13,8, , 
3/26/2017,81,32,7,13, , 
3/27/2017,91,43,25,14, , 
3/28/2017,106,40,16,16,1, 
3/29/2017,100,37,17,11,3, 
3/30/2017,88,19,10,7, , 
3/31/2017,67,29,15,15, , 
10/1/2016,50,22,8,11, , 
10/2/2016,73,26,12,12,1, 
10/3/2016,60,27,12,13, , 
10/4/2016,66,31,8,19, , 
10/5/2016,83,30,6,12, , 
10/6/2016,87,24,9,9, , 
10/7/2016,69,22,9,9, , 
10/8/2016,65,23,10,12, , 
10/9/2016,69,26,12,11, , 
10/10/2016,67,39,13,16,1, 
10/11/2016,87,45,14,16, , 
10/12/2016,97,55,21,18,1, 
10/13/2016,121,50,21,14, , 
10/14/2016,115,45,19,15, , 
10/15/2016,100,32,4,14, , 
10/16/2016,82,41,7,18, , 
10/17/2016,95,66,22,20,1, 
10/18/2016,161,44,14,15, , 
10/19/2016,96,27,12,12, , 
10/20/2016,66,27,11,11, , 
10/21/2016,74,26,11,11,1, 
10/22/2016,74,27,16,9, , 
10/23/2016,80,40,20,8,1, 
10/24/2016,98,38,12,15, , 
10/25/2016,97,36,8,11, , 
10/26/2016,83,31,8,9,1, 
10/27/2016,70,41,14,12, , 
10/28/2016,83,36,6,12, , 
10/29/2016,77,27,10,7, , 
10/30/2016,76,29,9,8, , 
10/31/2016,62,34,9,8, , 
11/1/2016,68,25,14,7, , 
11/2/2016,66,37,11,16, , 
11/3/2016,89,51,21,21,1, 
11/4/2016,110,68,25,19, , 
11/5/2016,141,75,21,20,1, 
11/6/2016,160,76,11,21, , 
11/7/2016,166,35,10,12, , 
11/8/2016,96,37,9,12, , 
11/9/2016,109,36,11,13, , 
11/10/2016,90,35,16,14, , 
11/11/2016,79,45,15,18, , 
11/12/2016,77,32,12,11, , 
11/13/2016,68,46,15,16, , 
11/14/2016,89,43,14,16, , 
11/15/2016,71,36,15,15, , 
11/16/2016,73,46,15,16, , 
11/17/2016,92,52,16,17,1, 
11/18/2016,94,46,13,15, , 
11/19/2016,126,49,18,14, , 
11/20/2016,113,64,15,19,1, 
11/21/2016,142,58,21,13,1, 
11/22/2016,134,62,22,13,1, 
11/23/2016,132,35,11,14, , 
11/24/2016,95,42,9,19, , 
11/25/2016,103,36,15,13, , 
11/26/2016,93,22,15,9, , 
11/27/2016,63,26,12,10, , 
11/28/2016,71,41,17,14,1, 
11/29/2016,100,51,21,19,1, 
11/30/2016,116,43,20,16, , 
12/1/2016,87,47,20,15, , 
12/2/2016,95,47,19,16,1, 
12/3/2016,105,44,16,15,1, 
12/4/2016,97,42,15,14, , 
12/5/2016,109,41,12,13,1, 
12/6/2016,113,63,16,16, , 
12/7/2016,145,68,11,28,1, 
12/8/2016,151,66,23,23,1, 
12/9/2016,144,69,20,20,1, 
12/10/2016,148,78,21,21,1, 
12/11/2016,174,72,17,17,1, 
12/12/2016,164,69,13,24,1, 
12/13/2016,160,66,11,20,1, 
12/14/2016,153,33,10,11, , 
12/15/2016,85,34,9,15,1, 
12/16/2016,85,47,21,20,1, 
12/17/2016,114,57,23,21,1, 
12/18/2016,139,61,23,23,2, 
12/19/2016,143,60,18,23,2, 
12/20/2016,148,63,15,30,2, 
12/21/2016,159,43,10,15,1, 
12/22/2016,107,40,11,12, , 
12/23/2016,90,49,14,19,1, 
12/24/2016,104,60,22,26,1, 
12/25/2016,138,57,18,21,1, 
12/26/2016,154,41,15,13, , 
12/27/2016,98,39,18,11,1, 
12/28/2016,92,60,17,18,1, 
12/29/2016,136,57,19,15, , 
12/30/2016,135,50,21,11, , 
12/31/2016,116, , , , , 
7/30/2016,61,19,17,15,8,6
7/31/2016,68,24,25,13,7,6
8/1/2016,60,20,26,14,2,6
8/2/2016,68,25,21,14,7,6
8/3/2016,70,26,23,16,2,6
8/4/2016,66,24,22,17,3,5
8/5/2016,79,35,21,20,4,6
8/6/2016,72,25,28,18,2,6
8/7/2016,68,16,3,19,1,5
8/8/2016,59, , , , , 
8/9/2016,74,25,20,14,2,6
8/10/2016,92,35,22,17,4,7
8/11/2016,75,37,16,13,5,6
8/12/2016,63,24,17,12,2,4
8/13/2016,65,25,16,13,3,4
8/14/2016,68,28,15,11,2,5
8/15/2016,68,29,12,15,2,6
8/16/2016,68,29,18,14,2,6
8/17/2016,75,40,21,13,3,5
8/18/2016,85,45,17,19,4,6
8/19/2016,81,42,15,18,2,6
8/20/2016,73,37,20,12,3,6
8/21/2016,79,43,30,15,3,6
8/22/2016,72,34,20,14,2,7
8/23/2016,74,34,22,16,2,10
8/24/2016,78,21,25,16,2,8
8/25/2016,81,25,29,19,3,11
8/26/2016,74,22,29,17,3,10
8/27/2016,63,19,21,11,2,7
8/28/2016,66,19,27,19,2,4
8/29/2016,57,23,14,12,1,2
8/30/2016,53,25,7,7, , 
8/31/2016,57,32,8,6,1, 
9/1/2016,63,36,8,8,1, 
9/2/2016,62,29,9,8,2, 
9/3/2016,49,17,17,7, , 
9/4/2016,49,16,13,7,1, 
9/5/2016,50,18,9,8,3, 
9/6/2016,54,17,14,7,1, 
9/7/2016,56,21,8,8,1, 
9/8/2016,62,27,13,9,1, 
9/9/2016,79,35,15,12,1, 
9/10/2016,62,26,14,9,1, 
9/11/2016,63,27,9,8, , 
9/12/2016,63,32,5,10,1, 
9/13/2016,67,32,8,11,1, 
9/14/2016,59,24,11,9,1, 
9/15/2016,77,32,13,10,1, 
9/16/2016,61,28,9,16,1, 
9/17/2016,65,18,13,10,1, 
9/18/2016,49,19,11,9, , 
9/19/2016,60,25,14,15, , 
9/20/2016,87,40,3,20,1, 
9/21/2016,84,29,7,15,1, 
9/22/2016,92,35,13,15, , 
9/23/2016,97,37,9,18,1, 
9/24/2016,88,38,18,15,1, 
9/25/2016,54,20,19,10,1, 
9/26/2016,52,29,18,11,1, 
9/27/2016,46,21,10,11,1, 
9/28/2016,54,22,18,9,1, 
9/29/2016,51,22,16,9,1, 
9/30/2016,49,21,15,11,1, 
3/31/2020, ,31,1,2, , 
12/31/2019, ,36,11,11, , 
12/31/2018, ,38,25,16, , 
10/7/2017, ,42,13,16,1, 
9/8/2017, ,19,7,7,1, 
1/1/2017, ,30,18,9, , 
7/1/2016, ,23,12,16,4,7
7/2/2016, ,24,14,14,5,8
7/3/2016, ,34,14,14,6,8
7/4/2016, ,38,25,16,8,10
7/5/2016, ,38,17,18,6,10
7/6/2016, ,25,11,17,7,9
7/7/2016, ,20,16,12,8,6
7/8/2016, ,19,24,15,4,7
7/9/2016, ,20,16,15,4,6
7/10/2016, ,21,15,10,5,5
7/11/2016, ,32,20,17,7,6
7/12/2016, ,39,26,14,2,7
7/13/2016, ,35,11,16,7,10
7/14/2016, ,32,25,11,4,7
7/15/2016, ,34,24,9,4,5
7/16/2016, ,32,31,11,3,5
7/17/2016, ,24,36,13,2,5
7/18/2016, ,24,32,13,2,5
7/19/2016, ,18,29,11,2,5
7/20/2016, ,17,30,11,3,5
7/21/2016, ,15,22,10,17,5
7/22/2016, ,18,25,13,9,4
7/23/2016, ,18,28,11,2,4
7/24/2016, ,21,19,14,8,5
7/25/2016, ,31,42,25,8,9
7/26/2016, ,21,28,17,2,6
7/27/2016, ,18,17,17,14,8
7/28/2016, ,21,28,17,5,6
7/29/2016, ,22,20,18,7,7
4/1/2016, ,54,35,10,3,7
4/2/2016, ,40,29,8,3,6
4/3/2016, ,33,31,9,11,6
4/4/2016, ,36,26,9,2,5
4/5/2016, ,32,40,7,2,6
4/6/2016, ,37,27,7,2,7
4/7/2016, ,37,30,7,1,7
4/8/2016, ,32,26,5,3,7
4/9/2016, ,26,34,5,2,7
4/10/2016, ,31,51,7,2,9
4/11/2016, ,44,49,8,3,9
4/12/2016, ,54,39,6,3,8
4/13/2016, ,57,43,5,2,7
4/14/2016, ,58,35,3,2,8
4/15/2016, ,50,36,5,2,9
4/16/2016, ,47,26,4,3,8
4/17/2016, ,42,21,6,3,7
4/18/2016, ,38,24,6,2,7
4/19/2016, ,31,20,6,4,6
4/20/2016, ,24,22,8,3,7
4/21/2016, ,28,39,7,3,9
4/22/2016, ,37,33,4,4,8
4/23/2016, ,36,38,4,5,7
4/24/2016, ,33,31,4,7,9
4/25/2016, ,32,34,5,6,8
4/26/2016, ,29,39,6,6,9
4/27/2016, ,35,32,5,6,9
4/28/2016, ,38,30,7,7,10
4/29/2016, ,34,24,12,6,9
4/30/2016, ,25,41,16,5,7
5/1/2016, ,25,27,5,6,9
5/2/2016, ,17,25,8,6,8
5/3/2016, ,17,22,6,8,10
5/4/2016, ,16,36,6,8,8
5/5/2016, ,17,30,5,8,8
5/6/2016, ,20,27,6,8,10
5/7/2016, ,14,24,2,7,8
5/8/2016, ,13,23,5,8,28
5/9/2016, ,12,21,7,6,25
5/10/2016, ,14,32,10,10,10
5/11/2016, ,19,35,8,9,11
5/12/2016, ,30,36,9,9,10
5/13/2016, ,26,81,13,9,10
5/14/2016, ,25,36,8,9,10
5/15/2016, ,17,17,37,17,16
5/16/2016, ,39,65,25,11,8
5/17/2016, ,32,40,13,2,7
5/18/2016, ,20,52,12,3,7
5/19/2016, ,22,43,14,2,6
5/20/2016, ,17,30,10,1,4
5/21/2016, ,13,26,10,1,5
5/22/2016, ,11,38,16,1,6
5/23/2016, ,20,47,14,4,6
5/24/2016, ,22,37,14,3,6
5/25/2016, ,25,43,13,3,5
5/26/2016, ,23,35,13,2,6
5/27/2016, ,25,38,12,2,5
5/28/2016, ,26,31,11,1,5
5/29/2016, ,28,26,13,1,5
5/30/2016, ,35,21,14,2,6
5/31/2016, ,24,7,14,3,6
6/1/2016, ,24,16,13,12,5
6/2/2016, ,21,16,11,1,5
6/3/2016, ,18,22,16,6,5
6/4/2016, ,24,31,13,2,5
6/5/2016, ,23,28,15,3,5
6/6/2016, ,28,31,12,5,4
6/7/2016, ,23,25,13,2,6
6/8/2016, ,25,20,12,2,4
6/9/2016, ,23,17,11,1,5
6/10/2016, ,23,16,10,6,5
6/11/2016, ,25,17,9,3,4
6/12/2016, ,21,17,10,2,3
6/13/2016, ,19,14,10,6,4
6/14/2016, ,16,12,10,5,4
6/15/2016, ,16,7,14,4,12
6/16/2016, ,19,8,16,5,8
6/17/2016, ,19,18,20,2,7
6/18/2016, ,25,30,13,3,7
6/19/2016, ,27,20,21,2,8
6/20/2016, ,30,25,21,1,8
6/21/2016, ,25,39,18,9,6
6/22/2016, ,19,15,18,4,7
6/23/2016, ,23,14,13,7,6
6/24/2016, ,18,18,9,4,4
6/25/2016, ,16,19,13,4,6
6/26/2016, ,18,15,20,7,7
6/27/2016, ,25,19,15,7,6
6/28/2016, ,21,22,16,3,6
6/29/2016, ,18,18,19,5,6
6/30/2016, ,22,10,14,5,6
1/4/2016, ,60,56,29,4,12
1/5/2016, ,54,50,31,3,12
1/6/2016, ,58,49,23,4,11
1/7/2016, ,55,19,31,3,13
1/8/2016, ,51,19,15,3,9
1/9/2016, ,32,32,10,2,5
1/10/2016, ,26,35,17,4,7
1/11/2016, ,35,31,21,3,10
1/12/2016, ,37,25,17,4,8
1/13/2016, ,35,23,12,3,7
1/14/2016, ,33,16,9,5,7
1/15/2016, ,19,15,11,3,7
1/16/2016, ,23,16,9,3,8
1/17/2016, ,17,22,13,3,8
1/18/2016, ,23,14,13,3,7
1/19/2016, ,19,19,14,3,6
1/20/2016, ,23,23,16,3,7
1/21/2016, ,32,28,17,5,6
1/22/2016, ,31,29,15,4,6
1/23/2016, ,34,21,15,7,8
1/24/2016, ,29,16,21,5,7
1/25/2016, ,32,34,18,5,7
1/26/2016, ,44,33,22,5,8
1/27/2016, ,40,50,34,6,13
1/28/2016, ,51,44,37,7,10
1/29/2016, ,61,37,18,6,10
1/30/2016, ,46,21,10,3,8
1/31/2016, ,26,33,16,5,9
2/1/2016, ,34,28,19,4,10
2/2/2016, ,39,41,24,6,13
2/3/2016, ,44,44,32,3,14
2/4/2016, ,59,45,37,2,15
2/5/2016, ,60,38,19,2,14
2/6/2016, ,52,50,16,3,6
2/7/2016, ,62,47,29,4,9
2/8/2016, ,70,52,43,4,12
2/9/2016, ,75,43,52,7,13
2/10/2016, ,80,41,29,5,13
2/11/2016, ,61,40,19,4,12
2/12/2016, ,53,26,17,3,10
2/13/2016, ,39,32,14,3,7
2/14/2016, ,35,34,13,3,6
2/15/2016, ,32,24,14,3,6
2/16/2016, ,30,49,17,3,9
2/17/2016, ,49,54,15,3,9
2/18/2016, ,57,37,15,3,10
2/19/2016, ,53,35,13,3,9
2/20/2016, ,52,38,9,2,9
2/21/2016, ,46,35,9,2,6
2/22/2016, ,49,37,11,3,7
2/23/2016, ,49,37,13,3,7
2/24/2016, ,51,45,17,3,9
2/25/2016, ,53,42,18,2,10
2/26/2016, ,52,52,25,3,10
2/27/2016, ,59,61,33,4,14
2/28/2016, ,68,62,27,3,11
2/29/2016, ,66,55,29,2,9
3/1/2016, ,65,74,32,6,11
3/2/2016, ,80,79,32,5,11
3/3/2016, ,80,47,12,2,9
3/4/2016, ,60,28,8,2,8
3/5/2016, ,43,29,8,2,7
3/6/2016, ,39,28,9,3,9
3/7/2016, ,45,30,9,2,10
3/8/2016, ,40,29,9,3,7
3/9/2016, ,39,29,11,2,8
3/10/2016, ,40,31,11,3,7
3/11/2016, ,35,27,8,2,5
3/12/2016, ,36,17,6,3,5
3/13/2016, ,24,22,9,5,6
3/14/2016, ,26,22,9,2,6
3/15/2016, ,30,29,9,4,7
3/16/2016, ,40,34,10,3,6
3/17/2016, ,37,27,9,4,7
3/18/2016, ,40,31,9,4,5
3/19/2016, ,43,31,7,4,5
3/20/2016, ,41,30,9,4,6
3/21/2016, ,35,34,9,3,6
3/22/2016, ,42,61,12,3,8
3/23/2016, ,60,96,17,3,8
3/24/2016, ,66,36,12,2,5
3/25/2016, ,52,61,12,4,7
3/26/2016, ,56,29,16,3,6
3/27/2016, ,44,58,21,3,13
3/28/2016, ,61,44,18,2,10
3/29/2016, ,56,40,16,2,8
3/30/2016, ,54,39,11,4,8
3/31/2016, ,60,39,9,2,8
10/1/2015, ,27,6,27,5,14
10/2/2015, ,28,7,28,5,11
10/3/2015, ,25,7,19,6,13
10/4/2015, ,20,7,12,4,10
10/5/2015, ,18,7,14,4,11
10/6/2015, ,21,19,17,5,13
10/7/2015, ,26,18,13,4,10
10/8/2015, ,21,5,15,5,12
10/9/2015, ,21,12,15,5,11
10/10/2015, ,24,15,13,5,11
10/11/2015, ,20,17,16,5,10
10/12/2015, ,20,22,19,6,10
10/13/2015, ,26,36,17,4,9
10/14/2015, ,29,34,19,5,10
10/15/2015, ,31,31,23,8,14
10/16/2015, ,33,36,28,7,16
10/17/2015, ,39,39,18,6,10
10/18/2015, ,38,32,22,7,14
10/19/2015, ,42,29,18,7,14
10/20/2015, ,42,34,18,11,12
10/21/2015, ,31,18,29,8,20
10/22/2015, ,37,31,35,7,17
10/23/2015, ,52,28,20,7,13
10/24/2015, ,50,45,18,4,9
10/25/2015, ,40,32,19,4,10
10/26/2015, ,43,23,21,4,12
10/27/2015, ,39,29,22,5,12
10/28/2015, ,39,24,29,4,16
10/29/2015, ,39,25,21,2,14
10/30/2015, ,35,24,18,5,10
10/31/2015, ,29,32,16,4,11
11/1/2015, ,28,25,17,4,10
11/2/2015, ,29,29,22,4,12
11/3/2015, ,34,40,26,5,13
11/4/2015, ,43,30,29,4,12
11/5/2015, ,41,25,31,7,28
11/6/2015, ,45,14,18,8,37
11/7/2015, ,19,16,18,3,9
11/8/2015, ,30,20,23,7,11
11/9/2015, ,29,19,22,5,12
11/10/2015, ,35,22,18,4,10
11/11/2015, ,31,23,22,5,12
11/12/2015, ,31,15,32,6,13
11/13/2015, ,38,14,30,7,16
11/14/2015, ,38,16,25,7,13
11/15/2015, ,42,15,30,6,13
11/16/2015, ,39,24,18,7,9
11/17/2015, ,28,30,20,5,11
11/18/2015, ,32,26,26,7,10
11/19/2015, ,46,18,27,5,12
11/20/2015, ,39,21,24,5,13
11/21/2015, ,40,28,17,7,9
11/22/2015, ,37,26,22,7,11
11/23/2015, ,41,28,24,4,11
11/24/2015, ,44,28,17,4,10
11/25/2015, ,36,29,17,5,9
11/26/2015, ,32,30,14,3,10
11/27/2015, ,27,31,22,7,10
11/28/2015, ,36,40,23,5,10
11/29/2015, ,43,34,29,4,12
11/30/2015, ,49,40,20,3,12
12/1/2015, ,47,31,12,3,9
12/2/2015, ,27,34,17,3,9
12/3/2015, ,27,29,25,3,10
12/4/2015, ,37,33,22,4,9
12/5/2015, ,40,30,13,4,7
12/6/2015, ,38,38,19,3,8
12/7/2015, ,37,41,27,4,12
12/8/2015, ,45,42,31,5,14
12/9/2015, ,53,76,34,5,12
12/10/2015, ,62,71,20,4,10
12/11/2015, ,52,26,15,3,8
12/12/2015, ,26,27,15,4,9
12/13/2015, ,27,59,28,6,13
12/14/2015, ,51,55,38,5,15
12/15/2015, ,76,35,23,2,11
12/16/2015, ,51,34,12,4,9
12/17/2015, ,33,34,23,2,9
12/18/2015, ,43,35,33,2,10
12/19/2015, ,52,43,31,3,9
12/20/2015, ,56,47,26,4,10
12/21/2015, ,59,35,24,3,9
12/22/2015, ,58,23,30,3,13
12/23/2015, ,60,40,18,4,8
12/24/2015, ,46,29,16,5,10
12/25/2015, ,35,37,19,4,10
12/26/2015, ,40,38,22,4,10
12/27/2015, ,43,31,21,3,12
12/28/2015, ,50,32,22,3,12
12/29/2015, ,44,32,22,2,12
12/30/2015, ,46, , , , 
1/3/2016, ,44,66,34,5,12
7/1/2015, ,22,21,8,7,7
7/2/2015, ,25,20,7,9,6
7/3/2015, ,24,21,7,11,6
7/4/2015, ,32,23,6,5,5
7/5/2015, ,20,25,8,4,6
7/6/2015, ,23,23,8,4,7
7/7/2015, ,39,20,9,5,8
7/8/2015, ,47,14,8,6,7
7/9/2015, ,53,18,8,5,6
7/10/2015, ,47,24,7,10,5
7/11/2015, ,37,26,7,4,5
7/12/2015, ,18,27,7,5,6
7/13/2015, ,27,19,7,5,6
7/14/2015, ,31,17,7,3,7
7/15/2015, ,21,16,6,10,4
7/16/2015, ,15,13,7,3,5
7/17/2015, ,16,14,5,2,4
7/18/2015, ,14,13,6,4,5
7/19/2015, ,15,11,6,3,5
7/20/2015, ,17,17,6,7,4
7/21/2015, ,16,19,8,3,5
7/22/2015, ,20,23,7,3,5
7/23/2015, ,18,32,9,6,5
7/24/2015, ,24,29,8,3,4
7/25/2015, ,29,18,6,3,4
7/26/2015, ,28,12,9,3,7
7/27/2015, ,29,12,7,7,7
7/28/2015, ,24,14,11,3,7
7/29/2015, ,22,19,10,3,5
7/30/2015, ,22,18,9,2,4
7/31/2015, ,19,19,11,3,5
8/1/2015, ,17,11,9,2,6
8/2/2015, ,19,12,11,4,7
8/3/2015, ,23,20,10,3,7
8/4/2015, ,23,26,11,3,5
8/5/2015, ,19,23,11,3,8
8/6/2015, ,17,31,14,3,6
8/7/2015, ,23,25,12,3,5
8/8/2015, ,19,28,11,2,8
8/9/2015, ,21,28,13,3,8
8/10/2015, ,23,30,13,2,6
8/11/2015, ,22,21,11,2,7
8/12/2015, ,26,19,17,3,9
8/13/2015, ,27,37,14,4,7
8/14/2015, ,24,24,12,3,6
8/15/2015, ,22,33,10,3,7
8/16/2015, ,26,24,10,3,7
8/17/2015, ,23,19,12,3,7
8/18/2015, ,23,18,9,4,7
8/19/2015, ,20,27,10,4,8
8/20/2015, ,19,18,12,3,7
8/21/2015, ,16,21,10,4,6
8/22/2015, ,14,21,11,4,6
8/23/2015, ,16,19,10,4,7
8/24/2015, ,17,18,9,3,6
8/25/2015, ,17,19,11,4,7
8/26/2015, ,16,22,12,3,7
8/27/2015, ,18,21,13,3,7
8/28/2015, ,21,22,12,3,6
8/29/2015, ,17,23,9,3,6
8/30/2015, ,16,22,11,3,7
8/31/2015, ,18,15,12,4,8
9/1/2015, ,16,22,11,3,8
9/2/2015, ,15,30,13,3,9
9/3/2015, ,20,31,17,4,11
9/4/2015, ,23,23,15,3,9
9/5/2015, ,20,27,12,4,9
9/6/2015, ,15,17,11,3,10
9/7/2015, ,14,16,10,4,8
9/8/2015, ,14,23,12,4,9
9/9/2015, ,15,10,20,4,11
9/10/2015, ,22,13,19,4,12
9/11/2015, ,21,22,14,5,11
9/12/2015, ,22,20,11,3,9
9/13/2015, ,19,13,10,4,9
9/14/2015, ,14,7,13,4,11
9/15/2015, ,19,17,13,4,11
9/16/2015, ,14,7,15,4,11
9/17/2015, ,16,14,10,4,10
9/18/2015, ,16,38,17,4,10
9/19/2015, ,25,34,25,4,14
9/20/2015, ,56,27,20,4,12
9/21/2015, ,53,17,13,6,8
9/22/2015, ,30,12,14,6,10
9/23/2015, ,22,16,11,5,8
9/24/2015, ,17,19,13,11,9
9/25/2015, ,16,18,15,6,7
9/26/2015, ,15,28,13,7,6
9/27/2015, ,19,23,16,14,9
9/28/2015, ,19,24,20,5,10
9/29/2015, ,23,34,24,3,10
9/30/2015, ,32,17,25,6,10
4/1/2015, ,34,44,12,5,11
4/2/2015, ,38,47,17,5,10
4/3/2015, ,41,36,13,3,10
4/4/2015, ,49,26,8,3,10
4/5/2015, ,45,24,10,6,10
4/6/2015, ,32,26,11,4,11
4/7/2015, ,35,16,25,12,16
4/8/2015, ,37,22,25,14,19
4/9/2015, ,48,26,15,8,23
4/10/2015, ,32,22,15,5,22
4/11/2015, ,31,35,16,8,21
4/12/2015, ,30,31,28,10,29
4/13/2015, ,46,52,23,11,16
4/14/2015, ,52,61,23,6,18
4/15/2015, ,63,47,16,6,17
4/16/2015, ,58,26,11,8,15
4/17/2015, ,48,21,9,6,14
4/18/2015, ,38,24,9,6,14
4/19/2015, ,27,30,13,5,16
4/20/2015, ,30,45,15,10,17
4/21/2015, ,37,64,17,7,16
4/22/2015, ,39,36,20,7,16
4/23/2015, ,38,64,34,8,18
4/24/2015, ,39,29,36,8,19
4/25/2015, ,45,57,28,6,18
4/26/2015, ,46,42,28,6,16
4/27/2015, ,37,27,16,7,17
4/28/2015, ,38,25,15,5,16
4/29/2015, ,28,34,16,8,19
4/30/2015, ,29,30,13,6,18
5/1/2015, ,33,29,13,9,18
5/2/2015, ,27,28,12,7,18
5/3/2015, ,31,15,14,10,19
5/4/2015, ,34,16,16,7,18
5/5/2015, ,34,22,16,9,19
5/6/2015, ,31,23,12,7,18
5/7/2015, ,23,23,13,9,16
5/8/2015, ,25,29,10,5,10
5/9/2015, ,26,30,8,8,10
5/10/2015, ,29,20,10,11,12
5/11/2015, ,24,17,8,11,13
5/12/2015, ,25,11,11,12,11
5/13/2015, ,23,18,12,6,10
5/14/2015, ,22,32,17,5,14
5/15/2015, ,20,19,13,9,16
5/16/2015, ,18,24,11,6,8
5/17/2015, ,19,29,12,7,9
5/18/2015, ,17,29,11,3,10
5/19/2015, ,19,24,12,4,10
5/20/2015, ,18,19,11,4,9
5/21/2015, ,16,15,9,11,12
5/22/2015, ,14,21,10,6,15
5/23/2015, ,16,24,10,6,9
5/24/2015, ,21,36,11,6,11
5/25/2015, ,22,23,12,4,10
5/26/2015, ,25,35,14,12,13
5/27/2015, ,25,27,12,6,16
5/28/2015, ,21,24,10,6,17
5/29/2015, ,20,37,11,4,18
5/30/2015, ,21,26,8,9,18
5/31/2015, ,22,31,7,5,15
6/1/2015, ,18,31,10,4,11
6/2/2015, ,23,17,18,6,7
6/3/2015, ,27,16,9,5,6
6/4/2015, ,20,29,12,4,9
6/5/2015, ,24,46,12,9,8
6/6/2015, ,24,33,10,9,7
6/7/2015, ,19,25,15,11,9
6/8/2015, ,22,24,13,7,10
6/9/2015, ,21,28,12,6,10
6/10/2015, ,20,23,9,10,10
6/11/2015, ,20,23,11,12,10
6/12/2015, ,19,25,13,8,8
6/13/2015, ,22,25,9,4,9
6/14/2015, ,20,23,10,8,9
6/15/2015, ,22,10,8,5,10
6/16/2015, ,22,14,12,8,9
6/17/2015, ,18,21,13,6,10
6/18/2015, ,19,27,13,10,9
6/19/2015, ,26,24,13,12,7
6/20/2015, ,23,22,8,6,5
6/21/2015, ,19,17,8,6,7
6/22/2015, ,27,16,9,6,9
6/23/2015, ,27,16,7,5,8
6/24/2015, ,21,17,7,4,6
6/25/2015, ,15,21,9,4,4
6/26/2015, ,18,18,9,4,4
6/27/2015, ,15,18,7,5,5
6/28/2015, ,17,32,9,5,8
6/29/2015, ,20,21,11,8,7
6/30/2015, ,22,24,7,6,6
1/1/2015, ,46,57,24,3,8
1/2/2015, ,42,56,35,4,10
1/3/2015, ,56,72,39,5,13
1/4/2015, ,59,73,53,5,14
1/5/2015, ,66,50,36,5,12
1/6/2015, ,61,27,28,4,9
1/7/2015, ,48,16,21,1,11
1/8/2015, ,35,36,19,2,9
1/9/2015, ,43,21,26,2,12
1/10/2015, ,48,33,16,2,14
1/11/2015, ,54,25,24,3,15
1/12/2015, ,49,39,29,3,13
1/13/2015, ,50,42,35,3,15
1/14/2015, ,55,46,39,4,14
1/15/2015, ,65,53,46,3,17
1/16/2015, ,72,45,26,1,11
1/17/2015, ,64,51,31,2,14
1/18/2015, ,67,43,28,1,14
1/19/2015, ,62,53,34,3,15
1/20/2015, ,63,50,51,3,17
1/21/2015, ,71,52,62,9,21
1/22/2015, ,78,56,45,8,14
1/23/2015, ,79,45,28,34,10
1/24/2015, ,60,53,22,26,9
1/25/2015, ,59,46,24,3,10
1/26/2015, ,56,75,31,5,13
1/27/2015, ,59,57,25,6,11
1/28/2015, ,68,53,21,4,11
1/29/2015, ,62,43,20,7,9
1/30/2015, ,58,28,21,3,12
1/31/2015, ,54,39,29,2,14
2/1/2015, ,60,39,32,3,16
2/2/2015, ,63,38,37,4,16
2/3/2015, ,57,45,40,5,19
2/4/2015, ,61,44,30,4,13
2/5/2015, ,56,49,25,4,14
2/6/2015, ,63,66,31,3,18
2/7/2015, ,64,61,30,7,17
2/8/2015, ,66,40,32,3,15
2/9/2015, ,65,53,39,6,15
2/10/2015, ,62,61,42,7,19
2/11/2015, ,76,35,15,3,14
2/12/2015, ,63,36,12,2,13
2/13/2015, ,54,38,13,2,10
2/14/2015, ,48,31,15,2,10
2/15/2015, ,49,32,15,2,12
2/16/2015, ,47,32,16,2,15
2/17/2015, ,42,25,15,6,8
2/18/2015, ,42,21,17,2,10
2/19/2015, ,35,23,20,5,10
2/20/2015, ,37,15,15,3,7
2/21/2015, ,28,21,13,4,13
2/22/2015, ,25,21,17,3,10
2/23/2015, ,26,28,19,4,12
2/24/2015, ,33,24,16,5,9
2/25/2015, ,33,27,19,5,11
2/26/2015, ,27,27,20,4,8
2/27/2015, ,30,28,22,6,8
2/28/2015, ,32,21,24,4,13
3/1/2015, ,25,9,25,7,13
3/2/2015, ,27,17,14,3,9
3/3/2015, ,35,24,10,4,8
